id,lat,timestamp,precipIntensity,precipProbability,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,ozone,lon
22192,16.0,1522473905,0,0,76.27,0.78,1010.91,11.85,0.77,8,281.27,84.25
22193,16.0,1522473907,0,0,76.21,0.78,1010.91,11.94,0.7,9,281.39,84.5
22194,16.0,1522473913,0,0,76.06,0.77,1010.91,12.04,0.65,9,281.44,84.75
22195,16.25,1522473914,0,0,70.26,0.48,1009.14,11.31,0.45,9,282.71,80.0
22196,16.25,1522473916,0,0,69.16,0.47,1009.37,12.54,0.59,9,282.71,80.25
22197,16.25,1522473918,0,0,69.95,0.47,1009.61,9.91,0.31,10,282.72,80.5
22198,16.25,1522473920,0,0,70.31,0.48,1009.83,9.15,0.34,10,282.38,80.75
22199,16.25,1522473922,0,0,71.77,0.53,1010.05,9.4,0.47,9,282.09,81.0
22200,16.25,1522473925,0,0,74.2,0.66,1010.27,12.4,0.8,8,281.81,81.25
22201,16.25,1522473927,0,0,76.28,0.78,1010.42,12.31,0.87,7,281.4,81.5
22202,16.25,1522473929,0,0,76.1,0.78,1010.53,10.95,0.94,7,281.06,81.75
22203,16.25,1522473931,0,0,76.15,0.76,1010.62,10.54,0.94,7,280.72,82.0
22204,16.25,1522473932,0,0,76.09,0.77,1010.69,10.57,0.91,7,280.61,82.25
22205,16.25,1522473934,0,0,76.09,0.77,1010.76,10.51,0.83,8,280.5,82.5
22206,16.25,1522473936,0,0,76.09,0.77,1010.83,10.52,0.78,8,280.56,82.75
22207,16.25,1522473938,0,0,76.11,0.77,1010.83,10.7,0.88,8,280.56,83.0
22208,16.25,1522473939,0,0,76.11,0.77,1010.85,10.99,0.99,7,280.63,83.25
22209,16.25,1522473941,0,0,76.04,0.77,1010.86,11.25,0.98,7,280.7,83.5
22210,16.25,1522473943,0,0,76.24,0.77,1010.85,11.52,0.95,7,280.87,83.75
22211,16.25,1522473945,0,0,76.36,0.78,1010.86,11.79,0.9,8,280.99,84.0
22212,16.25,1522473947,0,0,76.38,0.78,1010.85,12.01,0.79,8,281.17,84.25
22213,16.25,1522473949,0,0,76.29,0.78,1010.85,12.22,0.7,9,281.34,84.5
22214,16.25,1522473951,0,0,76.21,0.78,1010.85,12.32,0.66,9,281.46,84.75
